book_date,open,high,low,close,volume,dividends,ticker,average_price,daily_return_percentage,growth,cumulative_growth,volatility_30days,dividend_yield_percentage,52week_high,52week_low,ma50d,ma200d,vwap
2022-05-16,58.5636,59.107,58.0881,58.8947,2706600,0.0,CM.TO,58.6634,1.0416,1.0104,0.4378,1.0209,0.0521,70.3925,52.8747,63.2973,62.7845,47.4865
2022-05-17,59.6674,60.0835,58.8353,59.8882,2720000,0.0,CM.TO,59.6186,1.6869,1.0169,0.4621,1.0956,0.0513,70.3925,53.6447,63.1567,62.7854,47.5007
2022-05-18,59.4636,59.591,58.5041,58.6145,2014000,0.0,CM.TO,59.0433,-2.1268,0.9787,0.431,1.1743,0.0524,70.3925,53.8362,63.018,62.7784,47.5107
2022-05-19,57.8928,58.8608,57.7654,58.19,1702200,0.0,CM.TO,58.1773,-0.7242,0.9928,0.4207,1.1588,0.0528,70.3925,53.9259,62.8735,62.7709,47.5184
2022-05-20,58.3768,58.6655,57.4852,58.2239,2767300,0.0,CM.TO,58.1879,0.0583,1.0006,0.4215,1.1289,0.0527,70.3925,53.9259,62.7024,62.767,47.5311
2022-05-24,59.0985,59.3278,58.4702,59.1495,2547700,0.0,CM.TO,59.0115,1.5897,1.0159,0.4441,1.2,0.0519,70.3925,54.2192,62.5498,62.7659,47.5436
2022-05-25,59.4212,60.1005,59.1495,59.5231,2003900,0.0,CM.TO,59.5486,0.6316,1.0063,0.4532,1.1492,0.0516,70.3925,54.8099,62.4072,62.7652,47.5539
2022-05-26,59.9646,59.9731,58.2239,58.3088,5089400,0.0,CM.TO,59.1176,-2.04,0.9796,0.4236,1.2195,0.0527,70.3925,54.9133,62.2384,62.7535,47.579
2022-05-27,58.5806,59.2174,58.3343,58.7419,4091600,0.0,CM.TO,58.7185,0.7428,1.0074,0.4341,1.2348,0.0523,70.3925,54.9133,62.0785,62.7447,47.5984
2022-05-30,59.3533,59.625,58.8268,59.3957,1215600,0.0,CM.TO,59.3002,1.113,1.0111,0.45,1.2319,0.0517,70.3925,54.9133,61.9131,62.7384,47.6044
2022-05-31,59.1749,59.6589,58.8523,59.0815,8631100,0.0,CM.TO,59.1919,-0.529,0.9947,0.4424,1.1909,0.052,70.3925,54.9133,61.7354,62.7291,47.6468
2022-06-01,59.5231,59.6929,58.7759,59.3702,3023100,0.0,CM.TO,59.3405,0.4886,1.0049,0.4494,1.1849,0.0517,70.3925,54.9133,61.5532,62.7204,47.6618
2022-06-02,59.4382,60.3043,58.9457,60.2618,2667100,0.0,CM.TO,59.7375,1.5018,1.015,0.4712,1.2308,0.0509,70.3925,54.9133,61.3847,62.7149,47.6754
2022-06-03,59.9986,60.2363,59.4551,59.7269,2395700,0.0,CM.TO,59.8542,-0.8876,0.9911,0.4581,1.2442,0.0514,70.3925,54.9133,61.2036,62.7067,47.6877
2022-06-06,60.0156,60.3722,59.6674,59.7014,2956800,0.0,CM.TO,59.9392,-0.0427,0.9996,0.4575,1.2297,0.0514,70.3925,54.9133,61.0633,62.7009,47.703
2022-06-07,59.4382,59.9052,59.2853,59.7948,1728100,0.0,CM.TO,59.6059,0.1564,1.0016,0.4598,1.1308,0.0513,70.3925,54.9133,60.9272,62.6948,47.7117
2022-06-08,59.6844,59.7523,59.2259,59.4806,3691800,0.0,CM.TO,59.5358,-0.5255,0.9947,0.4521,1.136,0.0516,70.3925,54.9133,60.7792,62.69,47.7301
2022-06-09,59.3448,59.4636,58.1645,58.19,2308500,0.0,CM.TO,58.7907,-2.1698,0.9783,0.4206,1.2263,0.0528,70.3925,54.9133,60.6179,62.6773,47.7408
2022-06-10,57.5616,57.689,56.7804,57.171,3563200,0.0,CM.TO,57.3005,-1.7512,0.9825,0.3957,1.2599,0.0537,70.3925,54.9133,60.438,62.6574,47.7551
2022-06-13,56.3814,56.4408,55.3285,55.7021,4146600,0.0,CM.TO,55.9632,-2.5693,0.9743,0.3598,1.353,0.0551,70.3925,54.9133,60.2387,62.628,47.7694
2022-06-14,55.6766,55.9653,54.7765,55.1756,5831500,0.0,CM.TO,55.3985,-0.9452,0.9905,0.3469,1.3565,0.0556,70.3925,54.7765,60.0573,62.5926,47.788
2022-06-15,55.4388,56.3049,55.0822,55.8379,4347800,0.0,CM.TO,55.6659,1.2003,1.012,0.3631,1.3393,0.055,70.3925,54.7765,59.892,62.567,47.8023
2022-06-16,55.1162,55.1501,53.7491,54.1142,5378000,0.0,CM.TO,54.5324,-3.087,0.9691,0.321,1.4442,0.0567,70.3925,53.7491,59.6886,62.5363,47.8174
2022-06-17,54.1567,55.0652,54.1397,54.4708,11646600,0.0,CM.TO,54.4581,0.659,1.0066,0.3297,1.39,0.0564,70.3925,53.7491,59.505,62.5093,47.8494
2022-06-20,54.768,55.6171,54.6661,55.5662,2882400,0.0,CM.TO,55.1544,2.011,1.0201,0.3564,1.4276,0.0552,70.3925,53.7491,59.3677,62.4886,47.8581
2022-06-21,55.8549,55.9483,55.3624,55.4898,7502800,0.0,CM.TO,55.6639,-0.1375,0.9986,0.3545,1.4234,0.0553,70.3925,53.7491,59.2388,62.4673,47.8823
2022-06-22,54.9803,55.0567,54.5473,54.5812,5950500,0.0,CM.TO,54.7914,-1.6374,0.9836,0.3323,1.454,0.0562,70.3925,53.7491,59.0874,62.4406,47.8992
2022-06-23,54.5982,54.6916,52.7047,52.9254,11411900,0.0,CM.TO,53.73,-3.0336,0.9697,0.2919,1.5037,0.058,70.3925,52.7047,58.9075,62.4058,47.9265
2022-06-24,53.1462,53.7915,52.9849,53.7066,8994100,0.0,CM.TO,53.4073,1.476,1.0148,0.311,1.544,0.0572,70.3925,52.7047,58.7529,62.3741,47.9466
2022-06-27,54.068,54.4466,53.5432,54.1885,11261200,0.83,CM.TO,54.0616,0.8973,1.009,0.3228,1.5273,0.072,70.3925,52.7047,58.6118,62.3455,47.9746
2022-06-28,54.4638,55.2382,53.8357,54.1282,5710700,0.0,CM.TO,54.4165,-0.1113,0.9989,0.3214,1.5097,0.0721,70.3925,52.7047,58.469,62.3146,47.9895
2022-06-29,54.0766,54.3605,53.6722,53.9131,3257000,0.0,CM.TO,54.0056,-0.3974,0.996,0.3161,1.4735,0.0588,70.3925,52.7047,58.3198,62.2833,47.9975
2022-06-30,53.2936,53.8185,52.6569,53.7841,2533000,0.0,CM.TO,53.3883,-0.2393,0.9976,0.3129,1.4738,0.0589,70.3925,52.6569,58.1591,62.25,48.003
2022-07-04,53.9561,54.5154,53.7755,53.9475,1553500,0.0,CM.TO,54.0486,0.3038,1.003,0.3169,1.4689,0.0588,70.3925,52.6569,57.99,62.2201,48.0068
2022-07-05,53.4055,53.7583,52.7258,53.698,4103700,0.0,CM.TO,53.3969,-0.4625,0.9954,0.3108,1.4046,0.059,70.3925,52.6569,57.8176,62.1854,48.0157
2022-07-06,53.5087,53.7669,52.872,53.6292,5251100,0.0,CM.TO,53.4442,-0.1281,0.9987,0.3091,1.4043,0.0591,70.3925,52.6569,57.668,62.1491,48.0272
2022-07-07,53.9475,54.9198,53.9131,54.6703,6507500,0.0,CM.TO,54.3627,1.9413,1.0194,0.3345,1.4945,0.058,70.3925,52.6569,57.5426,62.1222,48.0438
2022-07-08,54.851,55.0058,54.3433,54.6703,3399900,0.0,CM.TO,54.7176,0.0,1.0,0.3345,1.4921,0.058,70.3925,52.6569,57.4223,62.1018,48.0529
2022-07-11,54.395,54.5842,54.154,54.5154,4555300,0.0,CM.TO,54.4122,-0.2833,0.9972,0.3308,1.492,0.0581,70.3925,52.6569,57.3151,62.0803,48.0645
2022-07-12,54.2229,54.8424,54.111,54.2917,2345500,0.0,CM.TO,54.367,-0.4103,0.9959,0.3253,1.4379,0.0584,70.3925,52.6569,57.1867,62.0563,48.0704
2022-07-13,53.9045,54.1282,53.1474,53.3453,3894900,0.0,CM.TO,53.6314,-1.7432,0.9826,0.3023,1.4376,0.0594,70.3925,52.6569,57.0504,62.0228,48.079
2022-07-14,52.7086,52.872,50.8759,50.9877,8035000,0.0,CM.TO,51.8611,-4.4195,0.9558,0.2447,1.619,0.0622,70.3925,50.8759,56.8694,61.9779,48.0911
2022-07-15,51.3921,51.5814,50.7899,51.2373,3635600,0.0,CM.TO,51.2502,0.4895,1.0049,0.2508,1.6244,0.0619,70.3925,50.7899,56.6905,61.9316,48.0957
2022-07-18,51.8481,52.3558,51.7707,51.9686,6425700,0.0,CM.TO,51.9858,1.4273,1.0143,0.2687,1.6352,0.061,70.3925,50.7899,56.5163,61.8947,48.1056
2022-07-19,52.4504,53.5001,52.4246,53.4657,5324100,0.0,CM.TO,52.9602,2.8808,1.0288,0.3052,1.6481,0.0593,70.3925,50.7899,56.3983,61.866,48.1158
2022-07-20,53.3453,53.741,53.2248,53.6894,2704800,0.0,CM.TO,53.5001,0.4184,1.0042,0.3107,1.644,0.059,70.3925,50.7899,56.287,61.8415,48.1216
2022-07-21,53.6034,53.982,53.2764,53.9475,2197800,0.0,CM.TO,53.7023,0.4807,1.0048,0.317,1.5838,0.0588,70.3925,50.7899,56.1851,61.8158,48.1264
2022-07-22,53.9648,54.5412,53.7841,54.1712,2907300,0.0,CM.TO,54.1153,0.4147,1.0041,0.3224,1.5879,0.0585,70.3925,50.7899,56.1003,61.7906,48.1333
2022-07-25,54.2057,54.9026,54.1454,54.4552,1771200,0.0,CM.TO,54.4272,0.5243,1.0052,0.3293,1.5546,0.0582,70.3925,50.7899,56.0331,61.7636,48.1377
2022-07-26,54.4122,54.7305,54.1368,54.2487,1486200,0.0,CM.TO,54.382,-0.3792,0.9962,0.3242,1.4035,0.0584,70.3925,50.7899,55.971,61.7357,48.1413
2022-07-27,54.395,55.0231,54.3003,54.7907,4181100,0.0,CM.TO,54.6273,0.9991,1.01,0.3375,1.3852,0.0579,70.3925,50.7899,55.9024,61.7082,48.152
2022-07-28,54.8252,55.35,54.5154,55.2037,2656200,0.0,CM.TO,54.9736,0.7538,1.0075,0.3475,1.3816,0.0574,70.3925,50.7899,55.83,61.6807,48.1591
2022-07-29,55.3586,56.219,55.3242,55.7372,3155000,0.0,CM.TO,55.6598,0.9664,1.0097,0.3606,1.393,0.0569,70.3925,50.7899,55.7486,61.6573,48.1684
2022-08-02,55.307,55.6167,54.9972,55.3844,1914500,0.0,CM.TO,55.3263,-0.633,0.9937,0.352,1.3983,0.0572,70.3925,50.7899,55.6853,61.634,48.1738
2022-08-03,55.72,56.262,55.4791,55.8663,1481200,0.0,CM.TO,55.8318,0.8701,1.0087,0.3638,1.4042,0.0567,70.3925,50.7899,55.6397,61.6101,48.1782
2022-08-04,55.9351,56.0727,55.5307,55.8318,1079400,0.0,CM.TO,55.8426,-0.0618,0.9994,0.3629,1.4049,0.0568,70.3925,50.7899,55.5928,61.5827,48.1815
2022-08-05,55.9007,56.1502,55.6598,56.1416,2132100,0.0,CM.TO,55.9631,0.5549,1.0055,0.3704,1.4,0.0565,70.3925,50.7899,55.5338,61.5563,48.188
2022-08-08,56.262,56.3137,55.7028,55.8576,1302500,0.0,CM.TO,56.034,-0.5059,0.9949,0.3635,1.4066,0.0568,70.3925,50.7899,55.462,61.5282,48.192
2022-08-09,55.9695,56.0039,55.3156,55.5995,1766700,0.0,CM.TO,55.7221,-0.4621,0.9954,0.3572,1.357,0.057,70.3925,50.7899,55.4088,61.4973,48.1972
2022-08-10,55.9867,56.8213,55.8835,56.6922,2691600,0.0,CM.TO,56.3459,1.9653,1.0197,0.3839,1.4146,0.0559,70.3925,50.7899,55.3687,61.4716,48.2057
2022-08-11,56.9762,57.4838,56.9418,57.3376,2621700,0.0,CM.TO,57.1849,1.1384,1.0114,0.3997,1.4251,0.0553,70.3925,50.7899,55.3283,61.4466,48.2149
2022-08-12,57.6473,57.8108,57.3289,57.6817,1862800,0.0,CM.TO,57.6172,0.6001,1.006,0.4081,1.4194,0.055,70.3925,50.7899,55.3009,61.422,48.2217
2022-08-15,57.544,57.8624,57.2257,57.8538,3293800,0.0,CM.TO,57.6215,0.2984,1.003,0.4123,1.3453,0.0548,70.3925,50.7899,55.2711,61.3974,48.2338
2022-08-16,57.6731,58.9809,57.6387,58.7658,2422600,0.0,CM.TO,58.2646,1.5764,1.0158,0.4346,0.8392,0.0539,70.3925,50.7899,55.2418,61.379,48.2433
2022-08-17,58.4045,59.0842,58.2926,58.8605,2018500,0.0,CM.TO,58.6605,0.1611,1.0016,0.4369,0.8451,0.0539,70.3925,50.7899,55.2248,61.3603,48.2514
2022-08-18,58.9723,59.1444,58.6368,58.9035,1791600,0.0,CM.TO,58.9143,0.0731,1.0007,0.4379,0.8339,0.0538,70.3925,50.7899,55.2092,61.3428,48.2588
2022-08-19,58.7314,58.8174,58.1377,58.3442,2249000,0.0,CM.TO,58.5077,-0.9495,0.9905,0.4243,0.7217,0.0543,70.3925,50.7899,55.1807,61.3209,48.2678
2022-08-22,57.7161,57.7936,57.3117,57.5096,1379900,0.0,CM.TO,57.5828,-1.4305,0.9857,0.4039,0.8204,0.0551,70.3925,50.7899,55.1421,61.2938,48.2728
2022-08-23,57.3462,57.5871,56.9418,57.3462,2191200,0.0,CM.TO,57.3053,-0.2841,0.9972,0.4,0.8293,0.0553,70.3925,50.7899,55.1255,61.2642,48.2804
2022-08-24,56.8127,57.0364,56.2276,56.3653,2017900,0.0,CM.TO,56.6105,-1.7105,0.9829,0.376,0.9306,0.0562,70.3925,50.7899,55.1097,61.2346,48.287
2022-08-25,56.4771,56.9332,56.0814,56.2534,2058500,0.0,CM.TO,56.4363,-0.1985,0.998,0.3733,0.9308,0.0564,70.3925,50.7899,55.1205,61.2067,48.2934
2022-08-26,56.4599,56.7525,55.763,55.8749,2413400,0.0,CM.TO,56.2126,-0.6728,0.9933,0.3641,0.9408,0.0567,70.3925,50.7899,55.1342,61.1795,48.3008
2022-08-29,55.4274,55.4963,54.9886,55.1607,3604500,0.0,CM.TO,55.2682,-1.2782,0.9872,0.3466,0.9665,0.0575,70.3925,50.7899,55.121,61.147,48.3105
2022-08-30,55.4102,55.6081,54.4036,54.5068,1771400,0.0,CM.TO,54.9822,-1.1854,0.9881,0.3306,0.9861,0.0582,70.3925,50.7899,55.1287,61.1098,48.3151
2022-08-31,54.2229,54.438,53.4399,53.4399,2551600,0.0,CM.TO,53.8852,-1.9574,0.9804,0.3045,1.0378,0.0593,70.3925,50.7899,55.1085,61.0664,48.3206
2022-09-01,53.3022,53.3022,52.1837,52.8118,3551500,0.0,CM.TO,52.9,-1.1753,0.9882,0.2891,1.0552,0.06,70.3925,50.7899,55.0544,61.0188,48.3268
2022-09-02,53.4313,53.9561,52.9323,53.0613,3172500,0.0,CM.TO,53.3453,0.4724,1.0047,0.2952,1.0391,0.0597,70.3925,50.7899,55.0068,60.9739,48.3329
2022-09-06,53.2592,53.5173,52.5537,52.7946,4384700,0.0,CM.TO,53.0312,-0.5026,0.995,0.2887,1.04,0.06,70.3925,50.7899,54.9718,60.9283,48.3408
2022-09-07,52.6741,53.4141,52.2525,53.2076,1696700,0.0,CM.TO,52.8871,0.7823,1.0078,0.2988,1.0495,0.0596,70.3925,50.7899,54.9773,60.8846,48.3438
2022-09-08,53.0097,54.2745,52.8204,54.1282,4135900,0.0,CM.TO,53.5582,1.7302,1.0173,0.3212,1.1277,0.0586,70.3925,50.7899,54.9856,60.847,48.3521
2022-09-09,54.5842,55.0833,54.4982,54.894,3445800,0.0,CM.TO,54.7649,1.4148,1.0141,0.3399,1.172,0.0577,70.3925,50.7899,54.9994,60.8159,48.3605
2022-09-12,55.1177,55.7458,55.1177,55.5135,5747900,0.0,CM.TO,55.3737,1.1285,1.0113,0.355,1.1157,0.0571,70.3925,50.7899,55.0266,60.7847,48.3759
2022-09-13,54.6789,55.0575,54.3261,54.5584,2519800,0.0,CM.TO,54.6552,-1.7205,0.9828,0.3317,1.1322,0.0581,70.3925,50.7899,55.0392,60.7477,48.3819
2022-09-14,54.6875,54.98,54.438,54.6101,2942600,0.0,CM.TO,54.6789,0.0948,1.0009,0.3329,1.1199,0.058,70.3925,50.7899,55.0554,60.7113,48.389
2022-09-15,54.5756,55.4877,54.4552,55.1779,4187100,0.0,CM.TO,54.9241,1.0397,1.0104,0.3468,1.1477,0.0575,70.3925,50.7899,55.0796,60.677,48.3994
2022-09-16,54.7477,54.8424,54.2659,54.4724,11528000,0.0,CM.TO,54.5821,-1.2786,0.9872,0.3295,1.0965,0.0582,70.3925,50.7899,55.0947,60.6449,48.4264
2022-09-19,54.2057,55.1693,54.0852,55.0747,9552400,0.0,CM.TO,54.6337,1.1057,1.0111,0.3443,1.1349,0.0576,70.3925,50.7899,55.1231,60.6178,48.4487
2022-09-20,54.9112,54.9628,53.8185,54.2229,5543600,0.0,CM.TO,54.4789,-1.5466,0.9845,0.3234,1.162,0.0585,70.3925,50.7899,55.1143,60.5929,48.4613
2022-09-21,54.524,54.567,53.7152,53.7324,6927500,0.0,CM.TO,54.1347,-0.9046,0.991,0.3115,1.161,0.059,70.3925,50.7899,55.0959,60.5681,48.4761
2022-09-22,53.9475,54.068,53.2678,53.5173,3694400,0.0,CM.TO,53.7002,-0.4003,0.996,0.3063,1.1366,0.0592,70.3925,50.7899,55.0764,60.5505,48.4833
2022-09-23,52.9495,53.0269,51.8654,52.373,4420000,0.0,CM.TO,52.5537,-2.1382,0.9786,0.2783,1.2007,0.0605,70.3925,50.7899,55.0387,60.5213,48.49
2022-09-26,52.1149,52.9409,52.0116,52.7172,5189500,0.0,CM.TO,52.4462,0.6572,1.0066,0.2868,1.1841,0.0601,70.3925,50.7899,55.0264,60.4913,48.4977
2022-09-27,53.1446,53.1533,51.7577,52.2374,5971600,0.83,CM.TO,52.5733,-0.9101,0.9909,0.2751,1.1909,0.0766,70.3925,50.7899,55.0509,60.4574,48.5068
2022-09-28,52.2374,53.4324,51.9322,53.2405,3354800,0.0,CM.TO,52.7106,1.9203,1.0192,0.2995,1.2803,0.0751,70.3925,50.7899,55.0902,60.4282,48.512
2022-09-29,52.9178,53.1533,52.2113,52.7433,3328400,0.0,CM.TO,52.7564,-0.9339,0.9907,0.2874,1.2687,0.062,70.3925,50.7899,55.1054,60.3974,48.5173
2022-09-30,52.8654,53.2579,52.5078,52.7346,2321100,0.0,CM.TO,52.8414,-0.0165,0.9998,0.2872,1.2496,0.062,70.3925,50.7899,55.0911,60.366,48.521
2022-10-03,52.9439,53.947,52.8131,53.694,3546500,0.0,CM.TO,53.3495,1.8193,1.0182,0.3106,1.2478,0.0609,70.3925,50.7899,55.0911,60.3403,48.5273
2022-10-04,54.0429,55.046,54.0429,54.3221,5155100,0.0,CM.TO,54.3635,1.1698,1.0117,0.326,1.2402,0.0602,70.3925,50.7899,55.0985,60.3162,48.5385
2022-10-05,53.8162,54.104,53.1882,53.5807,2471600,0.0,CM.TO,53.6723,-1.3648,0.9864,0.3079,1.2777,0.061,70.3925,50.7899,55.0869,60.2861,48.5432
2022-10-06,53.3975,53.5458,51.6879,52.0543,2552500,0.0,CM.TO,52.6714,-2.8488,0.9715,0.2706,1.4166,0.0628,70.3925,50.7899,55.0398,60.2437,48.5471
2022-10-07,51.6879,51.7664,50.7547,51.0076,2516200,0.0,CM.TO,51.3042,-2.0108,0.9799,0.2451,1.4624,0.0641,70.3925,50.7547,54.9763,60.1975,48.5496
2022-10-11,50.5889,50.6413,48.766,48.8707,6300900,0.0,CM.TO,49.7167,-4.1894,0.9581,0.1929,1.629,0.0669,70.3925,48.766,54.8602,60.1414,48.5523
2022-10-12,48.8445,49.5597,48.5741,49.3068,3735100,0.0,CM.TO,49.0713,0.8924,1.0089,0.2036,1.6042,0.0663,70.3925,48.5741,54.7446,60.0846,48.553
2022-10-13,48.8445,50.7285,48.2775,50.5017,2451400,0.0,CM.TO,49.5881,2.4234,1.0242,0.2327,1.6874,0.0648,70.3925,48.2775,54.6419,60.0314,48.554
2022-10-14,50.7983,51.0512,50.1267,50.5017,3789900,0.0,CM.TO,50.6195,0.0,1.0,0.2327,1.6637,0.0648,70.3925,48.2775,54.5462,59.9757,48.5568
2022-10-17,51.2082,51.9234,51.2082,51.7926,7237100,0.0,CM.TO,51.5331,2.5562,1.0256,0.2642,1.7733,0.0631,70.3925,48.2775,54.4663,59.9262,48.5647
2022-10-18,52.6648,52.8742,51.9845,52.1764,2523800,0.0,CM.TO,52.425,0.741,1.0074,0.2736,1.7643,0.0627,70.3925,48.2775,54.3946,59.8766,48.5683
2022-10-19,51.8886,52.0717,51.1472,51.5222,3784900,0.0,CM.TO,51.6574,-1.2538,0.9875,0.2577,1.7636,0.0635,70.3925,48.2775,54.3041,59.8246,48.5726
2022-10-20,51.496,51.8101,50.7983,50.9465,6580200,0.0,CM.TO,51.2627,-1.1174,0.9888,0.2436,1.7466,0.0642,70.3925,48.2775,54.2078,59.7698,48.579
2022-10-21,50.8855,51.9322,50.6587,51.8624,1394300,0.0,CM.TO,51.3347,1.7978,1.018,0.266,1.7816,0.0631,70.3925,48.2775,54.1345,59.7149,48.5804
2022-10-24,52.1764,52.2025,51.6792,52.0455,1951000,0.0,CM.TO,52.0259,0.353,1.0035,0.2704,1.7777,0.0628,70.3925,48.2775,54.0434,59.6571,48.5829
2022-10-25,51.7926,52.5951,51.6356,52.4119,1194700,0.0,CM.TO,52.1088,0.704,1.007,0.2793,1.7852,0.0624,70.3925,48.2775,53.9468,59.5943,48.5844
2022-10-26,52.4555,53.6068,52.2811,53.0399,3083500,0.0,CM.TO,52.8458,1.1982,1.012,0.2946,1.7433,0.0617,70.3925,48.2775,53.8558,59.5302,48.5892
2022-10-27,53.2928,53.5458,52.9178,53.1882,2138600,0.0,CM.TO,53.2361,0.2796,1.0028,0.2983,1.7391,0.0615,70.3925,48.2775,53.7643,59.4665,48.5928
2022-10-28,53.3364,53.8336,53.1358,53.7377,1617600,0.0,CM.TO,53.5109,1.0331,1.0103,0.3116,1.7371,0.0609,70.3925,48.2775,53.6657,59.3995,48.5957
2022-10-31,53.6679,54.1999,53.6592,53.9644,2011400,0.0,CM.TO,53.8729,0.4219,1.0042,0.3171,1.6929,0.0606,70.3925,48.2775,53.5697,59.3312,48.5995
2022-11-01,54.4267,54.6273,53.7726,53.9208,1003600,0.0,CM.TO,54.1868,-0.0808,0.9992,0.3161,1.6784,0.0606,70.3925,48.2775,53.472,59.2572,48.6015
2022-11-02,53.8511,54.3657,53.5109,53.5719,1514200,0.0,CM.TO,53.8249,-0.6471,0.9935,0.3075,1.6861,0.061,70.3925,48.2775,53.3784,59.1786,48.6044
2022-11-03,53.2318,53.5458,52.8654,53.1969,2605100,0.0,CM.TO,53.21,-0.7,0.993,0.2984,1.6478,0.0615,70.3925,48.2775,53.2939,59.096,48.6087
2022-11-04,53.7638,54.6361,53.7115,54.4616,2007800,0.0,CM.TO,54.1433,2.3774,1.0238,0.3293,1.7087,0.06,70.3925,48.2775,53.2373,59.0213,48.6128
2022-11-07,54.8803,54.9152,54.104,54.4878,1860500,0.0,CM.TO,54.5968,0.0481,1.0005,0.33,1.6802,0.06,70.3925,48.2775,53.2005,58.9509,48.6168
2022-11-08,54.4878,54.7931,54.2959,54.4354,1122200,0.0,CM.TO,54.5031,-0.0962,0.999,0.3286,1.5483,0.0601,70.3925,48.2775,53.1648,58.8833,48.6192
2022-11-09,54.3046,54.5227,53.6853,53.8074,1754000,0.0,CM.TO,54.08,-1.1537,0.9885,0.3133,1.4996,0.0608,70.3925,48.2775,53.1243,58.8162,48.6226
2022-11-10,54.8192,55.9269,54.7843,55.7699,3311100,0.0,CM.TO,55.3251,3.6473,1.0365,0.3613,1.313,0.0586,70.3925,48.2775,53.1363,58.7628,48.6306
2022-11-11,55.988,56.5026,55.6391,56.4764,2667600,0.0,CM.TO,56.1515,1.2668,1.0127,0.3786,1.3193,0.0579,70.3925,48.2775,53.1749,58.71,48.6379
2022-11-14,56.4503,56.5462,56.0142,56.0229,3435800,0.0,CM.TO,56.2584,-0.803,0.992,0.3675,1.2891,0.0584,70.3925,48.2775,53.2255,58.6518,48.6473
2022-11-15,56.4154,56.4241,54.8803,55.0983,3179500,0.0,CM.TO,55.7045,-1.6504,0.9835,0.345,1.3642,0.0593,70.3925,48.2775,53.2704,58.5927,48.6553
2022-11-16,55.0634,55.2641,54.8541,55.1943,1692100,0.0,CM.TO,55.094,0.1742,1.0017,0.3473,1.2772,0.0592,70.3925,48.2775,53.3122,58.5349,48.6592
2022-11-17,54.7407,55.0373,54.5576,55.0373,2496300,0.0,CM.TO,54.8432,-0.2844,0.9972,0.3435,1.2789,0.0594,70.3925,48.2775,53.3561,58.475,48.6648
2022-11-18,55.3862,55.9095,55.3774,55.4385,2299000,0.0,CM.TO,55.5279,0.729,1.0073,0.3533,1.237,0.059,70.3925,48.2775,53.3999,58.4131,48.6704
2022-11-21,55.4211,55.8484,55.4211,55.7961,2243000,0.0,CM.TO,55.6217,0.645,1.0065,0.3621,1.1944,0.0586,70.3925,48.2775,53.4326,58.3489,48.676
2022-11-22,55.8223,56.2846,55.8223,56.0752,2136400,0.0,CM.TO,56.0011,0.5002,1.005,0.3689,1.1546,0.0583,70.3925,48.2775,53.4558,58.2868,48.6816
2022-11-23,56.1624,56.4939,55.9531,56.4677,3309900,0.0,CM.TO,56.2693,0.7,1.007,0.3785,1.1568,0.0579,70.3925,48.2775,53.4745,58.2253,48.6906
2022-11-24,56.5026,56.6596,56.2497,56.3979,1787000,0.0,CM.TO,56.4525,-0.1236,0.9988,0.3768,1.1591,0.058,70.3925,48.2775,53.5105,58.1611,48.6956
2022-11-25,56.4328,56.9038,56.4328,56.7817,2153900,0.0,CM.TO,56.6378,0.6805,1.0068,0.3862,1.1461,0.0576,70.3925,48.2775,53.5531,58.0956,48.7017
2022-11-28,56.5288,56.8253,55.9095,56.1363,3310600,0.0,CM.TO,56.35,-1.1366,0.9886,0.3704,1.1873,0.0583,70.3925,48.2775,53.5719,58.03,48.7107
2022-11-29,56.2409,56.302,55.5519,55.988,2469800,0.0,CM.TO,56.0207,-0.2642,0.9974,0.3668,1.1788,0.0584,70.3925,48.2775,53.6016,57.9672,48.7171
2022-11-30,55.9008,56.5637,55.4298,56.5113,3159700,0.0,CM.TO,56.1014,0.9347,1.0093,0.3795,1.1886,0.0579,70.3925,48.2775,53.6298,57.9071,48.7254
2022-12-01,54.732,54.8803,51.8101,52.1677,7211500,0.0,CM.TO,53.3975,-7.6863,0.9231,0.2735,2.0633,0.0627,70.3925,48.2775,53.5895,57.829,48.7374
2022-12-02,51.4612,52.2287,51.2169,51.8013,3332500,0.0,CM.TO,51.677,-0.7024,0.993,0.2645,2.064,0.0631,70.3925,48.2775,53.5516,57.7461,48.7409
2022-12-05,51.8101,51.9322,50.9204,51.3042,6032800,0.0,CM.TO,51.4917,-0.9596,0.9904,0.2524,2.0682,0.0637,70.3925,48.2775,53.5082,57.6608,48.7467
2022-12-06,51.4612,51.6356,50.8593,51.3478,3639000,0.0,CM.TO,51.326,0.085,1.0009,0.2535,1.9914,0.0637,70.3925,48.2775,53.4881,57.5801,48.7501
2022-12-07,51.2344,51.5745,50.9727,51.4263,2527800,0.0,CM.TO,51.302,0.1529,1.0015,0.2554,1.9923,0.0636,70.3925,48.2775,53.4628,57.5001,48.7523
2022-12-08,51.5048,51.6269,50.493,50.7634,3112400,0.0,CM.TO,51.097,-1.289,0.9871,0.2392,2.0043,0.0644,70.3925,48.2775,53.4339,57.415,48.7549
2022-12-09,50.5017,51.1559,50.493,51.0425,3360000,0.0,CM.TO,50.7983,0.5498,1.0055,0.246,2.0026,0.0641,70.3925,48.2775,53.3908,57.3336,48.7573
2022-12-12,50.6413,50.8419,49.6295,50.24,6955700,0.0,CM.TO,50.3382,-1.5722,0.9843,0.2265,1.8238,0.0651,70.3925,48.2775,53.3417,57.2597,48.7612
